symbol,date,open,high,low,close,volume,close_30_ma,close_90_ma,trend,seasonal,residual,daily_return_pct
AAPL,2014-01-02,79.3828,79.5756,78.8601,79.0185,58791957,79.0185,79.0185,77.92522666666667,-1.208051525055705,2.301324858389034,
AAPL,2014-01-03,78.9799,79.0999,77.2042,77.2828,98303870,78.15065,78.15065,77.93051875,-1.208051525055705,0.560332775055695,-2.196574219961156
AAPL,2014-01-06,76.7785,78.1142,76.2285,77.7042,103359151,78.00183333333332,78.00183333333332,77.97241764705882,-1.208051525055705,0.939833877996886,0.5452700989094561
AAPL,2014-01-07,77.7599,77.9942,76.8464,77.1481,79432766,77.7884,77.7884,77.66045555555556,-1.208051525055705,0.6956959695001466,-0.7156627312294606
AAPL,2014-01-08,76.9728,77.9371,76.9556,77.6371,64686685,77.75814,77.75814,77.33809473684211,-1.208051525055705,1.5070567882135997,0.6338458108495315
AAPL,2014-01-09,78.1142,78.1228,76.4785,76.6455,69905199,77.5727,77.5727,77.04106,-1.208051525055705,0.8124915250557017,-1.2772244197683857
AAPL,2014-01-10,77.1185,77.2571,75.8728,76.1342,76320664,77.36720000000001,77.36720000000001,76.77787619047619,-1.208051525055705,0.5643753345795197,-0.6670972203195125
AAPL,2014-01-13,75.7014,77.4999,75.6971,76.5328,94860843,77.2629,77.2629,76.5446590909091,-1.208051525055705,1.1961924341466066,0.5235492065326586
AAPL,2014-01-14,76.8885,78.1042,76.8085,78.0556,83734371,77.35097777777779,77.35097777777779,76.37681304347826,-1.208051525055705,2.8868384815774384,1.9897351201053626
AAPL,2014-01-15,79.0742,80.0285,78.8085,79.6228,98472619,77.57816,77.57816,76.245575,-1.208051525055705,4.585276525055701,2.0077995685126915
AAPL,2014-01-16,79.2713,79.5499,78.8113,79.1785,57471330,77.72364545454546,77.72364545454546,76.124376,-1.208051525055705,4.2621755250557065,-0.5580059982818963
AAPL,2014-01-17,78.7828,78.8671,77.1285,77.2385,108426689,77.68321666666667,77.68321666666667,76.05189615384616,-1.208051525055705,2.3946553712095486,-2.4501600813352065
AAPL,2014-01-21,77.2842,78.5813,77.2028,78.4385,82255544,77.74131538461539,77.74131538461539,76.03404444444443,-1.208051525055705,3.6125070806112767,1.5536293428795256
AAPL,2014-01-22,78.702,79.6128,78.2585,78.7871,95219334,77.81601428571427,77.81601428571427,76.05302857142858,-1.208051525055705,3.9421229536271163,0.4444246129132967
AAPL,2014-01-23,78.5628,79.4999,77.8294,79.4542,100978346,77.92522666666667,77.92522666666667,76.07050689655172,-1.208051525055705,4.591744628503985,0.8467122155784379
AAPL,2014-01-24,79.1428,79.3742,77.8214,78.0099,108384437,77.93051875,77.93051875,76.12734333333333,-1.208051525055705,3.090608191722378,-1.817776782095848
AAPL,2014-01-27,78.5813,79.2571,77.9642,78.6428,144219152,77.97241764705882,77.97241764705882,76.08382,-1.208051525055705,3.767031525055696,0.8113072827935941
AAPL,2014-01-28,72.6799,73.5714,71.7242,72.3571,266833581,77.66045555555556,77.66045555555556,76.10767666666666,-1.208051525055705,-2.5425251416109553,-7.992721520596913
AAPL,2014-01-29,71.9928,72.4814,71.2314,71.5356,125942796,77.33809473684211,77.33809473684211,76.07643999999999,-1.208051525055705,-3.3327884749442838,-1.1353412450194944
AAPL,2014-01-30,71.7914,72.3571,70.9571,71.3974,169762789,77.04106,77.04106,76.03412,-1.208051525055705,-3.428668474944292,-0.19319052331985276
AAPL,2014-01-31,70.7399,71.6471,70.5071,71.5142,116336444,76.77787619047619,76.77787619047619,75.94740333333333,-1.208051525055705,-3.2251518082776194,0.1635913912831466
AAPL,2014-02-03,71.8014,72.5328,71.3285,71.6471,100620772,76.5446590909091,76.5446590909091,75.90469333333334,0.5524548564711622,-4.810048189804509,0.18583721834264377
AAPL,2014-02-04,72.2642,72.7799,71.8228,72.6842,94273543,76.37681304347826,76.37681304347826,75.85288333333332,0.5524548564711622,-3.721138189804482,1.4475114833677916
AAPL,2014-02-05,72.3656,73.6114,72.3216,73.2271,82322156,76.245575,76.245575,75.76536,0.5524548564711622,-3.0907148564711706,0.7469298692150295
AAPL,2014-02-06,72.8656,73.3571,72.5442,73.2156,64497223,76.124376,76.124376,75.67622,0.5524548564711622,-3.0130748564711682,-0.015704568390662033
AAPL,2014-02-07,74.4828,74.7042,73.9114,74.2399,93638601,76.05189615384616,76.05189615384616,75.52803,0.5524548564711622,-1.8405848564711575,1.399018788345674
AAPL,2014-02-10,74.0942,75.9985,73.9999,75.5699,86451022,76.03404444444443,76.03404444444443,75.40188666666668,0.5524548564711622,-0.38444152313784197,1.7914894820709515
AAPL,2014-02-11,75.8014,76.8214,75.6428,76.5656,70672252,76.05302857142858,76.05302857142858,75.35698333333333,0.5524548564711622,0.6561618101955091,1.317588087320476
AAPL,2014-02-12,76.7071,77.0799,76.1771,76.5599,77127064,76.07050689655172,76.07050689655172,75.27741333333333,0.5524548564711622,0.7300318101955086,-0.007444596528993763
AAPL,2014-02-13,76.3799,77.8356,76.3142,77.7756,76960156,76.12734333333333,76.12734333333333,75.17855666666668,0.5524548564711622,2.044588476862155,1.5879069852494654
AAPL,2014-02-14,77.4956,77.9971,77.3156,77.7128,68468036,76.08382,76.17848709677419,75.05598666666667,0.5524548564711622,2.1043584768621697,-0.08074511800615358
AAPL,2014-02-18,77.9999,78.7413,77.9442,77.9985,65306248,76.10767666666666,76.2353625,74.98384333333334,0.5524548564711622,2.4622018101955048,0.367635704800251
AAPL,2014-02-19,77.8214,78.1271,76.3356,76.7671,78554420,76.07643999999999,76.25147575757575,74.91522333333333,0.5524548564711622,1.299421810195507,-1.5787483092623678
AAPL,2014-02-20,76.1414,76.7142,75.5714,75.8785,76529103,76.03412,76.24050588235295,75.05860333333334,0.5524548564711622,0.2674418101955027,-1.1575271177366342
AAPL,2014-02-21,76.1132,76.3671,74.9428,75.0356,69757247,75.94740333333333,76.20608,75.20098666666667,0.5524548564711622,-0.7178415231378252,-1.1108548534828677
AAPL,2014-02-24,74.7356,75.7028,74.6314,75.3642,72364950,75.90469333333334,76.18269444444445,75.31959333333334,0.5524548564711622,-0.5078481898045097,0.43792546471275173
AAPL,2014-02-25,75.6256,75.6521,74.4285,74.5799,58247350,75.85288333333332,76.13937567567568,75.44407000000001,0.5524548564711622,-1.4166248564711779,-1.0406797922621114
AAPL,2014-02-26,74.8014,74.9999,73.6571,73.9071,69131286,75.76536,76.08063157894736,75.58630666666666,0.5524548564711622,-2.231661523137821,-0.9021197400371883
AAPL,2014-02-27,73.8771,75.5399,73.7214,75.3814,75557321,75.67622,76.06270256410257,75.69330666666666,0.5524548564711622,-0.8643615231378206,1.9948015819860387
AAPL,2014-02-28,75.5828,76.1071,74.5885,75.1771,93074653,75.52803,76.0405625,75.77002,0.5524548564711622,-1.1453748564711688,-0.2710217639895318
AAPL,2014-03-03,74.7742,75.8071,74.6871,75.3942,59667923,75.40188666666668,76.02479756097561,75.86697333333335,0.14505503504258957,-0.6178283683759399,0.28878474961124834
AAPL,2014-03-04,75.8571,76.0914,75.3956,75.8914,64884834,75.35698333333333,76.02162142857144,75.95988000000001,0.14505503504258957,-0.21353503504259766,0.6594671738674895
AAPL,2014-03-05,75.8456,76.3928,75.5899,76.0514,50065519,75.27741333333333,76.02231395348836,76.03607000000001,0.14505503504258957,-0.12972503504259794,0.21082757730124246
AAPL,2014-03-06,76.1128,76.3485,75.4428,75.8214,46423111,75.17855666666668,76.01774772727273,76.05426333333334,0.14505503504258957,-0.37791836837593096,-0.302427042763187
AAPL,2014-03-07,75.8699,75.9971,75.1499,75.7771,55415241,75.05598666666667,76.0124,76.06159666666667,0.14505503504258957,-0.4295517017092588,-0.05842677660923279
AAPL,2014-03-10,75.4799,76.1899,75.4769,75.8456,44691430,74.98384333333334,76.00877391304348,76.02555000000001,0.14505503504258957,-0.3250050350425947,0.09039670296171476
AAPL,2014-03-11,76.4928,76.9628,76.0842,76.5842,70198849,74.91522333333333,76.02101702127659,75.99102666666666,0.14505503504258957,0.4481182982907502,0.9738204984863774
AAPL,2014-03-12,76.3585,76.7642,75.9999,76.6585,50195460,75.05860333333334,76.03429791666666,75.97036000000001,0.14505503504258957,0.5430849649574004,0.09701740045597873
AAPL,2014-03-13,76.7771,77.0942,75.5942,75.8071,64435609,75.20098666666667,76.0296612244898,75.99502666666667,0.14505503504258957,-0.332981701709259,-1.110640046439726
AAPL,2014-03-14,75.5414,75.8414,74.7142,74.9556,59299492,75.31959333333334,76.00818,76.03140666666667,0.14505503504258957,-1.2208617017092547,-1.12324571181327
AAPL,2014-03-17,75.3856,75.7099,75.1214,75.2485,49886074,75.44407000000001,75.9932843137255,76.06269333333334,0.14505503504258957,-0.9592483683759251,0.39076466601561943
AAPL,2014-03-18,75.1285,75.9956,75.0285,75.9142,52411863,75.58630666666666,75.99176346153845,76.04326666666665,0.14505503504258957,-0.2741217017092491,0.8846687973846468
AAPL,2014-03-19,76.0371,76.6056,75.5714,75.8942,56188958,75.69330666666666,75.98992264150944,76.04983999999999,0.14505503504258957,-0.30069503504258066,-0.026345532192917354
AAPL,2014-03-20,75.6985,76.0956,75.3356,75.5285,52099537,75.77002,75.98137777777777,76.1116,0.14505503504258957,-0.7281550350425913,-0.48185500341264564
AAPL,2014-03-21,75.9899,76.2499,75.1899,76.1242,93612169,75.86697333333335,75.98397454545454,76.09164666666668,0.14505503504258957,-0.11250170170926413,0.7887088979656731
AAPL,2014-03-24,76.9171,77.2142,76.4371,77.0271,88924871,75.95988000000001,76.00260178571429,76.06007333333334,0.14505503504258957,0.8219716316240796,1.1860879982975137
AAPL,2014-03-25,77.3571,77.9642,77.0842,77.8556,70573356,76.03607000000001,76.03511052631579,76.03112,0.14505503504258957,1.6794249649574045,1.075595472242874
AAPL,2014-03-26,78.0742,78.4285,76.9799,77.1114,74942224,76.05426333333334,76.0536672413793,75.96788,0.14505503504258957,0.9984649649574199,-0.9558721530628422
AAPL,2014-03-27,77.1449,77.3571,76.4457,76.7799,55507676,76.06159666666667,76.06597627118644,75.90430666666666,0.14505503504258957,0.7305382982907521,-0.42989752487959665
AAPL,2014-03-28,76.9028,76.9913,76.3214,76.6942,50141063,76.02555000000001,76.07644666666667,75.87664,0.14505503504258957,0.6725049649574107,-0.11161775412575903
AAPL,2014-03-31,77.0328,77.2585,76.5614,76.6771,42167188,75.99102666666666,76.08629344262295,75.88011666666667,0.14505503504258957,0.6519282982907403,-0.022296340531613446
AAPL,2014-04-01,76.8228,77.4099,76.6814,77.3785,50189685,75.97036000000001,76.10713548387096,75.88382666666666,0.07567379058582763,1.4189995427475108,0.9147450803434154
AAPL,2014-04-02,77.4828,77.6399,77.1799,77.5071,44792195,75.99502666666667,76.12935714285715,75.82982666666666,0.07567379058582763,1.6015995427475045,0.16619603636667257
AAPL,2014-04-03,77.3414,77.4999,76.8056,76.9699,40648111,76.03140666666667,76.142490625,75.97820666666667,0.07567379058582763,0.9160195427475029,-0.6930977936214888
AAPL,2014-04-04,77.1156,77.1428,75.7971,75.9742,68812485,76.06269333333334,76.13990153846154,76.17482333333334,0.07567379058582763,-0.27629712391916744,-1.293622571940456
AAPL,2014-04-07,75.4314,75.8428,74.5556,74.7814,72462530,76.04326666666665,76.11931818181819,76.5053,0.07567379058582763,-1.799573790585828,-1.5700066601556761
AAPL,2014-04-08,75.0271,75.1599,74.0999,74.7771,60971883,76.04983999999999,76.09928507462686,76.81763333333332,0.07567379058582763,-2.1162071239191422,-0.00575009293755091
AAPL,2014-04-09,74.6628,75.7842,74.5742,75.7599,51542722,76.1116,76.09429411764707,77.09711,0.07567379058582763,-1.4128837905858265,1.3143061177820492
AAPL,2014-04-10,75.8114,76.0342,74.7385,74.7828,59912818,76.09164666666668,76.07528695652174,77.38387333333334,0.07567379058582763,-2.676747123919174,-1.2897324310090275
AAPL,2014-04-11,74.1428,74.6899,73.8771,74.2299,67975012,76.06007333333334,76.04892428571428,77.68806333333333,0.07567379058582763,-3.533837123919159,-0.7393411319180254
AAPL,2014-04-14,74.5571,74.5942,73.8871,74.5256,51445177,76.03112,76.02746901408452,78.01230000000001,0.07567379058582763,-3.562373790585841,0.3983569963047273
AAPL,2014-04-15,74.3242,74.5199,73.0471,73.9942,66622577,75.96788,75.99922916666667,78.27525,0.07567379058582763,-4.356723790585821,-0.7130435716049099
AAPL,2014-04-16,74.0071,74.4414,73.4478,74.1442,53732994,75.90430666666666,75.97381780821918,78.50068000000002,0.07567379058582763,-4.432153790585847,0.20271859145715165
AAPL,2014-04-17,74.2856,75.3942,74.1714,74.9914,71106721,75.87664,75.96054189189189,78.73025,0.07567379058582763,-3.814523790585827,1.1426382643551447
AAPL,2014-04-21,75.0485,76.0199,74.8514,75.8814,45668931,75.88011666666667,75.95948666666668,78.95921333333332,0.07567379058582763,-3.153487123919152,1.1868027533823877
